,A22,read_count,chromosome,start,end,length,rpkm,tpm
160,C1_00840C_A,389,C1,160942,162672,1730,26.688898523710854,33.458991693244364
162,C1_00850W_A,138,C1,167077,167823,746,21.956717346157156,27.526412251270386
164,C1_00860W_A,145,C1,168533,169534,1001,17.193372680463153,21.554764172204013
166,C1_00870W_A,1083,C1,170158,172254,2096,61.32878071714444,76.88586933434931
168,C1_00880W_A,124,C1,174459,176084,1625,9.057231578099982,11.354752458825043
170,C1_00890W_A,227,C1,176325,178475,2150,12.531831576787814,15.710743860649242
172,C1_00900W_A,408,C1,178690,179307,617,78.48779913578042,98.39756470174366
174,C1_00910W_A,155,C1,179823,180829,1006,18.287774993057248,22.926780250485457
176,C1_00920W_A,404,C1,181403,185239,3836,12.500572948599514,15.671555949617044
178,C1_00930C_A,3073,C1,185507,190145,4638,78.6428000792707,98.59188427158571
180,C1_00940W_A,134,C1,190698,191156,458,34.72693647223678,43.53601471878351
182,C1_00950C_A,913,C1,191444,193405,1961,55.26120313886343,69.27914747546637
184,C1_00960C_A,1117,C1,194676,197798,3122,42.46659365429195,53.23896762007607
186,C1_00970W_A,93,C1,198221,198746,525,21.02571616344639,26.35924677941528
188,C1_00980W_A,372,C1,198951,199220,269,164.1412785993956,205.7785064564018
190,C1_00990C_A,1659,C1,199316,202249,2933,67.1369295464577,84.16735392842011
192,C1_01000C_A,369,C1,202532,203623,1091,40.14475093150855,50.328149989081986
194,C1_01010W_A,1113,C1,203945,204415,470,281.0764492611716,352.3762725779417
196,C1_01020W_A,1,C1,204985,205057,72,1.648521652599963,2.06669721612799
198,C1_01030W_A,1362,C1,205265,206284,1019,158.64634675226966,198.88969166081964
200,C1_01040W_A,407,C1,206477,206920,443,109.04803274896011,136.70992149303527
202,C1_01050C_A,533,C1,206917,207855,938,67.44527392342877,84.55391510248161
204,C1_01060W_A,4483,C1,208285,208740,455,1169.457637229903,1466.1104629295126
206,C1_01070C_A,400,C1,209078,210502,1424,33.340887355954315,41.79837066326272
208,C1_01080W_A,268,C1,210872,212377,1505,21.136128776457735,26.4976674301699
210,C1_01090C_A,737,C1,212439,212747,308,284.0167304336508,356.06240609290796
212,C1_01100W_A,3257,C1,213635,220399,6764,57.15330006228589,71.65120697381404
214,C1_01110C_A,774,C1,220539,222068,1529,60.08424764950343,75.32563928082448
216,C1_01130W_A,2443,C1,224667,226874,2207,131.38575650463213,164.71398891166695
218,C1_01140C_A,1284,C1,227677,229779,2102,72.50358217866861,90.8953493038061
220,C1_01150C_A,519,C1,232865,234934,2069,29.773783042221087,37.326409653103305
222,C1_01160C_A,405,C1,235077,235889,812,59.200605159870605,74.21784584026132
224,C1_01170C_A,516,C1,236084,238300,2216,27.63803088330047,34.64888762345988
226,C1_01180C_A,84,C1,239091,240914,1823,5.469149179881831,6.856491916150349
228,C1_01190C_A,462,C1,241113,242504,1391,39.42230356008999,49.4224415508853
230,C1_01200W_A,452,C1,242741,244663,1922,27.913365589080755,34.99406566163856
232,C1_01210W_A,484,C1,245206,246453,1247,46.06871094611349,57.7548232458927
234,C1_01220C_A,455,C1,246661,247413,752,71.81591667443458,90.0332457451502
236,C1_01240W_A,334,C1,248816,249865,1049,37.791848142730146,47.37839337792746
238,C1_01250W_A,1516,C1,250103,251977,1874,96.01890897790351,120.37573881259466
240,C1_01260C_A,104,C1,252036,252488,452,27.31002242183302,34.23767423532387
242,C1_01270W_A,423,C1,253158,254441,1283,39.132794584243555,49.059493697890936
244,C1_01280C_A,28,C1,254618,254965,347,9.57757824680555,12.00709391272054
246,C1_01290C_A,586,C1,255170,257443,2273,30.60027521623302,38.36255562818837
248,C1_01300W_A,789,C1,257921,258904,983,95.26878742716045,119.43533616866618
250,C1_01310W_A,24,C1,258992,259345,353,8.069817041622484,10.116863426258263
252,C1_01320W_A,3619,C1,259647,261173,1526,281.48885319440836,352.893289785084
254,C1_01330C_A,493,C1,261359,261838,479,122.16268179684404,153.15132439181448
256,C1_01340C_A,105,C1,262217,263083,866,14.39125137835534,18.04183712924666
258,C1_01350C_A,12722,C1,263479,264672,1193,1265.732990306056,1586.8076972487686
260,C1_01360C_A,1195,C1,265483,267465,1982,71.56347274959678,89.71676512394161
262,C1_01370C_A,3501,C1,269372,270012,640,649.2908593971531,813.9945322872105
264,C1_01380C_A,674,C1,270319,271974,1655,48.338041545239285,60.599808159673174
266,C1_01390C_A,1717,C1,272374,274197,1823,111.79201359353696,140.14995976226368
268,C1_01400C_A,1363,C1,275477,276952,1475,109.68089552511863,137.50332067927891
270,C1_01420C_A,1972,C1,278222,279262,1040,225.06124838726268,282.15186301415054
272,C1_01440C_A,20,C1,280421,280819,398,5.964500451617958,7.477497465387703
274,C1_01450W_A,1869,C1,282437,284137,1700,130.49309514533638,163.5948888117126
276,C1_01460W_A,916,C1,284639,287617,2978,36.508831441327324,45.76991766221396
278,C1_01470W_A,2294,C1,288033,289328,1295,210.2571616344639,263.59246779415275
280,C1_01480C_A,9685,C1,289699,290448,749,1534.7758595340538,1924.0978674904807
282,C1_01490W_A,2820,C1,291847,292449,602,556.00637266428,697.046848442902
284,C1_01500W_A,2,C1,296046,296504,458,0.5183124846602505,0.6497912644594556
286,C1_01510W_A,1259,C1,299614,301767,2153,69.40789166970806,87.01438423017652
288,C1_01520C_A,1884,C1,305308,306012,704,317.64014933505655,398.21497723484316
290,C1_01530C_A,2826,C1,306618,308486,1868,179.5653092600748,225.11510490363725
292,C1_01540W_A,612,C1,309122,310972,1850,39.26511248657555,49.22537628727771
294,C1_01550W_A,717,C1,311200,312759,1559,54.58837831547177,68.43564918883347
296,C1_01560W_A,2290,C1,313161,317798,4637,58.61726333419925,73.48652943609726
298,C1_01570C_A,257,C1,317950,318471,521,58.54941393418372,73.401468881444
300,C1_01580W_A,1008,C1,318929,319459,530,225.74171218697157,283.00493803340567
302,C1_01590C_A,4718,C1,319665,323369,3704,151.18688210086313,189.53800689249832
304,C1_01600W_A,925,C1,323650,324531,881,124.62150063922537,156.23386446552115
306,C1_01610C_A,94,C1,324887,325940,1053,10.595626348334807,13.283387235284176
308,C1_01620C_A,178,C1,326428,327426,998,21.169793085892916,26.539871264425173
310,C1_01630W_A,876,C1,331354,332037,683,152.23361299090027,190.85025888085593
312,C1_01640W_A,742,C1,332721,334077,1356,64.94883537500031,81.42421244426382
314,C1_01650W_A,754,C1,334643,336025,1382,64.75755678462141,81.18441278520719
316,C1_01660C_A,1,C1,336119,336200,81,1.4653525800888563,1.837064192113769
318,C1_01670C_A,245,C1,336700,341496,4796,6.063369881539481,7.601446808277262
320,C1_01680C_A,454,C1,341928,342440,512,105.2478042581789,131.94570039217137
322,C1_01690C_A,3147,C1,342930,343901,971,384.68448005428434,482.26624306812
324,C1_01700W_A,928,C1,345562,348762,3200,34.42113210628723,43.152637872752436
326,C1_01710W_A,718,C1,351098,353101,2003,42.547166926014825,53.33997967296684
328,C1_01720C_A,47,C1,353541,353627,86,64.867410144166,81.32213231833857
330,C1_01730W_A,1,C1,354206,354278,72,1.648521652599963,2.06669721612799
332,C1_01740W_A,538,C1,357079,359466,2387,26.75204639091419,33.5381580913003
334,C1_01750W_A,598,C1,361029,362930,1901,37.3375845735634,46.80889812604248
336,C1_01760W_A,567,C1,364172,366307,2135,31.521895993321266,39.5179611949457
338,C1_01770W_A,149,C1,366730,367860,1130,15.650743618665844,19.62082100408945
340,C1_01780C_A,2286,C1,367933,369807,1874,144.78840760124498,181.51645047862226
342,C1_01790W_A,1147,C1,372225,375440,3215,42.34572695437492,53.08744102541647
344,C1_01800W_A,195,C1,375835,376554,719,32.190881783732245,40.356646612568824
346,C1_01810C_A,1292,C1,376645,378174,1529,100.29566920304708,125.73737202948996
348,C1_01820C_A,356,C1,378463,379650,1187,35.59806823878876,44.628123878511076
350,C1_01830C_A,915,C1,380212,380784,572,189.86819313511467,238.03149055683915
352,C1_01840C_A,265,C1,381538,382092,554,56.77579987654747,71.17794744354161
354,C1_01850C_A,434,C1,382760,383590,830,62.06386096438994,77.80741519224992
356,C1_01860W_A,927,C1,383753,384670,917,119.98792713318642,150.4249062085568
358,C1_01870C_A,2496,C1,384790,386280,1490,198.8316263302313,249.2686510770425
360,C1_01880C_A,530,C1,386597,388924,2327,27.033771492571805,33.89134755799059
362,C1_01890C_A,2003,C1,389271,390800,1529,155.4893385554979,194.93185462466593
364,C1_01900C_A,476,C1,391247,392764,1517,37.24333162683319,46.69073631584606
366,C1_01910W_A,625,C1,393296,394360,1064,69.7213104952992,87.40730707308228
368,C1_01920W_A,2854,C1,395587,399411,3824,88.58562169180472,111.0568717436476
370,C1_01930W_A,2269,C1,400591,401977,1386,194.31146128567877,243.60186926724205
372,C1_01940C_A,222,C1,402263,402769,506,52.07503971375063,65.28475949128418
374,C1_01950C_A,174,C1,403144,403689,545,37.89482433719696,47.507491236057724
376,C1_01970W_A,6,C1,405749,406027,278,2.5617314889323173,3.2115582639111215
378,C1_01980W_A,6270,C1,406673,408310,1637,454.61735788010225,569.9387851245082
380,C1_01990W_A,9,C1,411340,412368,1028,1.0391459444404436,1.302742992267449
382,C1_02000W_A,279,C1,412817,413818,1001,33.08242053689117,41.474339338240824
384,C1_02010C_A,222,C1,414090,416273,2183,12.070531422426852,15.132427074021894
386,C1_02020W_A,98,C1,416452,417075,623,18.670896919334417,23.407087571427127
388,C1_02030C_A,140,C1,417078,417521,443,37.51037981536711,47.02552582070009
390,C1_02040C_A,3632,C1,418019,420493,2474,174.25020462469718,218.45173355146883
392,C1_02050C_A,1109,C1,421264,423846,2582,50.98030864322303,63.91233126002624
394,C1_02060W_A,358,C1,425985,426615,630,67.44808590066135,84.5574403855795
396,C1_02070W_A,8,C1,427843,428838,995,0.9543200722588732,1.1963995944620325
398,C1_02080W_A,165,C1,429371,430510,1139,17.194413725098826,21.556069295522846
400,C1_02090C_A,235,C1,430507,431994,1487,18.75789264424437,23.516151242021245
402,C1_02100W_A,147,C1,432225,433841,1616,10.797000724701741,13.53584364820461
404,C1_02110C_A,1901,C1,434412,436049,1637,137.83534247688587,172.79962209277355
406,C1_02120C_A,3359,C1,442448,444235,1787,223.10669537660658,279.7015043794752
408,C1_02130C_A,4392,C1,449253,450800,1547,336.9761545389598,422.4558891227263
410,C1_02140C_A,9,C1,451280,451624,344,3.1053547409441165,3.8930808024736554
412,C1_02150W_A,4871,C1,452164,454191,2027,285.22759044234743,357.5804213432066
414,C1_02160W_A,140,C1,454396,454902,506,32.840115134797685,41.17056904855759
416,C1_02170C_A,237,C1,454861,455823,962,29.241552473976895,36.65916974637008
418,C1_02180W_A,720,C1,456751,457911,1160,73.67186419895009,92.35998593454742
420,C1_02190W_A,137,C1,458366,459304,938,17.33583963885505,21.733370298386458
422,C1_02200C_A,70,C1,459294,460130,836,9.938455896057194,12.45951431732664
424,C1_02210W_A,941,C1,461070,462782,1712,65.23985923303313,81.78905945508387
426,C1_02220C_A,331,C1,462849,463859,1010,38.89858220273497,48.76586936115075
428,C1_02230W_A,880,C1,465637,467649,2012,51.91368385125928,65.08247296912
430,C1_02240W_A,1369,C1,469116,471743,2627,61.854389894736656,77.54480822204177
432,C1_02250W_A,817,C1,474919,475644,725,133.75536233453826,167.68468557450055
434,C1_02260C_A,424,C1,475896,477035,1139,44.18443284510244,55.392565947282954
436,C1_02270C_A,331,C1,477305,478183,878,44.74666062045823,56.097412363054964
438,C1_02280C_A,174,C1,478626,481568,2942,7.019945364980401,8.800673937339042
440,C1_02290C_A,166,C1,482379,483590,1211,16.270132776114586,20.397328759010517
442,C1_02300W_A,54,C1,483698,484063,365,17.560142973448375,22.014571989878423
444,C1_02310C_A,58,C1,484174,484539,365,18.86089430481492,23.645281026165716
446,C1_02320C_A,1231,C1,484846,486477,1631,89.58416377267929,112.308711011561
448,C1_02330C_A,407,C1,487350,488196,846,57.10198405176043,71.58687378417804
450,C1_02340C_A,22,C1,488645,488749,104,25.108252862676366,31.477388368718618
452,C1_02350W_A,287,C1,489332,490138,806,42.26433179817077,52.98539860306301
454,C1_02360C_A,153,C1,490252,492177,1925,9.433825727294126,11.826876120969319
456,C1_02370C_A,360,C1,492588,496217,3629,11.77450571380299,14.76130940811174
458,C1_02380C_A,31,C1,498351,498953,602,6.112126791699532,7.662571738202117
460,C1_02390W_A,332,C1,499217,501709,2492,15.813106574538333,19.824370086004606
462,C1_02400C_A,83,C1,502050,503384,1334,7.384981556174949,9.258307768801252
464,C1_02410C_A,169,C1,504151,505224,1073,18.694512086520366,23.436693127535303
466,C1_02420C_A,9233,C1,505969,511662,5693,192.4991445861221,241.32982760384695
468,C1_02430C_A,2079,C1,515594,517525,1931,127.79073492200068,160.20702894239597
470,C1_02440C_A,453,C1,518168,519169,1001,53.71446775344696,67.34005634488564
472,C1_02450C_A,164,C1,520056,520586,530,36.7278182526422,46.04445420384774
474,C1_02460W_A,10214,C1,521288,521950,662,1831.3232802042805,2295.869586583464
476,C1_02470W_A,21,C1,522615,523085,470,5.303329231342861,6.648608916564938
478,C1_02480W_A,156,C1,523976,524734,758,24.427698155676502,30.624199381991538
480,C1_02490C_A,478,C1,524841,526862,2021,28.072994159267857,35.194186734419056
482,C1_02500W_A,69,C1,527100,527726,626,13.08283637398821,16.401520398919896
484,C1_02510W_A,141,C1,528029,528760,731,22.894380050882116,28.701929053531266
486,C1_02520W_A,447,C1,530172,531908,1736,30.5622240018878,38.314852075958086
488,C1_02530C_A,8550,C1,532403,534163,1760,576.6079143980326,722.8743217320401
490,C1_02540C_A,2,C1,536532,536604,72,3.297043305199926,4.13339443225598
492,C1_02560W_A,4,C1,536928,537227,299,1.5878736988253825,1.9906648770731141
494,C1_02570C_A,277,C1,537385,539079,1694,19.408568972522826,24.331882690942525
496,C1_02580W_A,373,C1,540001,541512,1511,29.300263072286313,36.73277328678577
498,C1_02590C_A,7539,C1,541722,542600,878,1019.1694091167208,1277.6990688974968
500,C1_02600W_A,852,C1,544056,544805,749,135.0159042150763,169.2649853486721
502,C1_02610W_A,1374,C1,545022,549395,4373,37.293608517815954,46.753766795588795
504,C1_02620C_A,1577,C1,549494,550573,1079,173.47520159667306,217.4801378202377
506,C1_02630C_A,552,C1,550937,552376,1439,45.53081623414381,57.08048238901378
508,C1_02640C_A,1457,C1,552858,553373,515,335.79905911523605,420.98020341881687
510,C1_02650W_A,1618,C1,553758,554360,602,319.0135854506401,399.9368087874524
512,C1_02660C_A,798,C1,554577,555404,827,114.5313906551191,143.58422642061646
514,C1_02670C_A,35,C1,555675,558101,2426,1.7123967702192526,2.1467753440406163
516,C1_02680C_A,209,C1,558921,561449,2528,9.812877305508009,12.302080580812497
518,C1_02690C_A,3,C1,562357,562659,302,1.179075089276795,1.4781675453100855
520,C1_02700C_A,307,C1,564255,564428,173,210.62961045704964,264.0593945970699
522,C1_02710W_A,3640,C1,565683,567173,1490,289.96278839825396,363.516782820687
524,C1_02720W_A,376,C1,567442,568635,1193,37.408866872746195,46.89826239314078
526,C1_02730W_A,128,C1,574220,575107,887,17.128270068051027,21.473147174560943
528,C1_02740C_A,135,C1,575478,576398,920,17.416989633990916,21.83510537039572
530,C1_02750C_A,1126,C1,576658,579045,2387,55.990342446411496,70.1932453732419
532,C1_02760W_A,1511,C1,579750,580802,1052,170.48095782286617,213.7263531720497
534,C1_02770W_A,194,C1,581212,581508,296,77.79240014701449,97.52576592863434
536,C1_02780W_A,1036,C1,581844,582602,758,162.22496980308242,203.37609333168737
538,C1_02790W_A,3236,C1,582899,583951,1052,365.10680312031434,457.7223553042706
540,C1_02800W_A,30,C1,584332,584934,602,5.914961411322127,7.415392004711725
542,C1_02810W_A,2190,C1,585914,588472,2558,101.61801961765528,127.39515912394897
544,C1_02820W_A,5985,C1,588902,593116,4214,168.5764002226806,211.33867213428417
546,C1_02830W_A,511,C1,593697,595466,1769,34.28626831116894,42.98356358156078
548,C1_02840W_A,666,C1,598018,599733,1715,46.0932421489641,57.785577205696434
550,C1_02850W_A,1592,C1,600683,602722,2039,92.67295042060725,116.18102094235152
552,C1_02860C_A,546,C1,603130,603732,602,107.65229768606271,134.9601344857534
554,C1_02870W_A,248,C1,604676,605542,866,33.99076516030594,42.61310102907782
556,C1_02880C_A,2133,C1,605725,606483,758,334.0017959362691,418.7270338576151
558,C1_02890C_A,246,C1,607149,607523,374,78.07116446751485,97.87524356165498
560,C1_02900C_A,468,C1,607807,609984,2177,25.5161164933433,31.988713548299838
562,C1_02910C_A,287,C1,610205,611635,1430,23.821714286241708,29.8644973944537
564,C1_02920W_A,865,C1,611934,613046,1112,92.32907241360226,115.74991242846333
566,C1_02930C_A,782,C1,613106,614473,1367,67.8993146510522,85.12313098527457
568,C1_02940C_A,504,C1,614701,615219,518,115.48562496051635,144.78051849199326
570,C1_02950W_A,63,C1,615467,615844,377,19.8347326689481,24.86615005930123
572,C1_02960C_A,1438,C1,615939,617726,1787,95.51277997962495,119.74122158311559
574,C1_02970W_A,1889,C1,618379,619644,1265,177.24279282752238,222.20344266492938
576,C1_02980W_A,758,C1,620103,621131,1028,87.51918065398404,109.71990979319182
578,C1_02990C_A,2332,C1,622222,623538,1316,210.32931577366585,263.68292505832375
580,C1_03000W_A,301,C1,628046,629806,1760,20.29929616769682,25.448557993139662
582,C1_03010W_A,2175,C1,630193,630513,320,806.745283741107,1011.3899501426351
584,C1_03020C_A,17047,C1,631014,631622,608,3327.909704037423,4172.090618289534
586,C1_03030W_A,8532,C1,632083,632838,755,1341.3158215612818,1681.5633995447533
588,C1_03040W_A,206,C1,633766,634524,758,32.2570885901882,40.439647901860624
590,C1_03050W_A,945,C1,635104,638259,3155,35.551636527068624,44.569913973169086
592,C1_03060C_A,462,C1,638337,638966,629,87.18032472509569,109.2950972929753
594,C1_03070C_A,1258,C1,639143,641560,2417,61.77761572440805,77.44855897724817
596,C1_03080C_A,341,C1,641962,642642,680,59.52132884505045,74.61992654466826
598,C1_03090W_A,14035,C1,643226,643996,770,2163.459870630279,2712.258273820333
600,C1_03100W_A,4621,C1,645104,649550,4446,123.36548269901913,154.6592362061124
602,C1_03110W_A,6236,C1,650064,650956,892,829.790396686281,1040.2808480535184
604,C1_03120W_A,649,C1,651902,653134,1232,62.526071252184316,78.38687298314021
606,C1_03130C_A,2199,C1,653447,655201,1754,148.80680513845326,186.55418291625566
608,C1_03140W_A,183,C1,655798,656274,476,45.63218759381747,57.20756831870251
610,C1_03150C_A,853,C1,656446,657201,755,134.10014015374747,168.11692215326707
612,C1_03160C_A,1849,C1,657572,658543,971,226.01893982217086,283.35248917475496
614,C1_03170C_A,105,C1,658804,660771,1967,6.335955106078152,7.9431779125203885
616,C1_03180W_A,110,C1,660929,661792,863,15.128958851207079,18.966676653225587
618,C1_03190C_A,7231,C1,662177,664336,2159,397.5327119205299,498.3736475345751
620,C1_03200C_A,1229,C1,668763,671960,3197,45.628521737649535,57.20297255575026
622,C1_03210C_A,2529,C1,672483,673838,1355,221.53211120193515,277.7275001404527
624,C1_03220C_A,8819,C1,675074,675868,794,1318.3356381714023,1652.7539016755134
626,C1_03230C_A,1541,C1,677396,679090,1694,107.97330247890856,135.36256760556833
628,C1_03240W_A,393,C1,679785,680210,425,109.7566321928672,137.59826924131204
630,C1_03250C_A,392,C1,680242,681462,1220,38.13760255982079,47.811854285242944
632,C1_03260W_A,415,C1,681644,683680,2036,24.193431718903195,30.330507277949092
634,C1_03270W_A,344,C1,683901,685105,1204,33.912445424913535,42.514914160347224
636,C1_03280W_A,2884,C1,685412,686344,932,367.28779411918157,460.4565917752628
638,C1_03290W_A,870,C1,686628,688511,1883,54.8398281034847,68.75088349349829
640,C1_03300C_A,1637,C1,688617,690020,1403,138.48991878976625,173.6202428237416
642,C1_03310W_A,618,C1,690480,691616,1136,64.57096782930279,80.95049236692874
644,C1_03320C_A,449,C1,691821,693329,1508,35.34045622364165,44.30516419296132
646,C1_03330C_A,743,C1,694143,695732,1589,55.49988315134527,69.57837273378411
648,C1_03340C_A,864,C1,696019,696900,881,116.40321789436835,145.93087448455165
650,C1_03350C_A,3291,C1,697530,699398,1868,209.1116181086009,262.1563376637899
652,C1_03360W_A,2520,C1,701716,705948,4232,70.6776390944559,88.6062246914609
654,C1_03370W_A,9833,C1,706488,708377,1889,617.8474142515149,774.5749223321492
656,C1_03380W_A,2552,C1,709461,712127,2666,113.61814048586933,142.4393148087852
658,C1_03390W_A,1334,C1,712967,714244,1277,123.99154869923358,155.44411449856005
660,C1_03400W_A,690,C1,715541,717490,1949,42.020808466478286,52.68010143521732
662,C1_03410W_A,61,C1,717686,718510,824,8.786780459003687,11.015696812177344
664,C1_03420W_A,1,C1,719205,719309,104,1.1412842210307437,1.4307903803963007
666,C1_03430W_A,280,C1,719613,720668,1055,31.501608072431523,39.4925268977633
668,C1_03440C_A,1027,C1,721115,722551,1436,84.88738515310006,106.42051458869645
670,C1_03450C_A,1143,C1,723114,726743,3629,37.38405564132449,46.86715737075477
672,C1_03460C_A,694,C1,727114,730086,2972,27.71646363967529,34.74721618286791
674,C1_03470C_A,40,C1,731029,732438,1409,3.3695829378906277,4.2243349768975245
676,C1_03480C_A,453,C1,732768,735644,2876,18.69547365132142,23.437898609607274
678,C1_03490W_A,633,C1,736791,737672,881,85.28152422122125,106.91463373694582
